Адреса,Кількість кімнат,Площа,Ціна,Район,Станція метро,Координати адрес,Найближча станція,Відстань до метро
"вул. Предславинська, 40",4 кімнати,110 м²,74 906 грн,"Печерський,",,"{'lat': 50.4161335, 'lng': 30.525454}",Либідська,1.244
"пров. Лабораторний, 7",2 кімнати,64 м²,44 944 грн,"Печерський,",,"{'lat': 50.4254132, 'lng': 30.519832}",Палац Україна,1.103
"бул. Лесі Українки, 7Б",3 кімнати,130 м²,63 670 грн,"Печерський,",,"{'lat': 50.43268639999999, 'lng': 30.5334457}",Кловська,1.356
"просп. Володимира Івасюка, 24",3 кімнати,155 м²,37 453 грн,"Оболонський,",,"{'lat': 50.5115776, 'lng': 30.5085657}",Мінська,1.15
"вул. Назарівська, 23А",3 кімнати,100 м²,56 180 грн,"Шевченківський,",,"{'lat': 50.4438851, 'lng': 30.4991262}",Університет,1.422
"вул. Інститутська, 18",3 кімнати,95 м²,37 453 грн,"Печерський,",,"{'lat': 50.445605, 'lng': 30.53418899999999}",Майдан Незалежності,0.989
"вул. Драгомирова, 11",3 кімнати,115 м²,101 124 грн,"Печерський,",,"{'lat': 50.409347, 'lng': 30.5458778}",Дружби народів,2.883
"вул. Драгомирова, 1-20а",4 кімнати,150 м²,63 670 грн,"Печерський,",,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"вул. Ділова, 2",2 кімнати,55 м²,29 963 грн,"Печерський,",,"{'lat': 50.4300933, 'lng': 30.5216232}",Олімпійська,0.621
"вул. Юрія Шумського, з-Г",4 кімнати,113 м²,41 198 грн,"Дніпровський,",,"{'lat': 50.4247199, 'lng': 30.6029522}",Гідропарк,8.254
"вул. Драгомирова, 20",3 кімнати,120 м²,54 307 грн,"Печерський,",,"{'lat': 50.4092905, 'lng': 30.5438982}",Дружби народів,2.472
"Кудри, 7",3 кімнати,106 м²,74 906 грн,"Печерський,",,"{'lat': 50.4159539, 'lng': 30.5306472}",Либідська,1.072
"бул. Лесі Українки, 7А",2 кімнати,97 м²,28 090 грн,"Печерський,",,"{'lat': 50.43268639999999, 'lng': 30.5334457}",Кловська,1.356
"бул. Лесі Українки, 7Б",3 кімнати,175 м²,63 670 грн,"Печерський,",,"{'lat': 50.43268639999999, 'lng': 30.5334457}",Кловська,1.356
"вул. Буслівська, 12",2 кімнати,75 м²,78 652 грн,"Печерський,",,"{'lat': 50.4073727, 'lng': 30.5566101}",Дружби народів,2.618
"вул. Кирило-Мефодіївська, 2",3 кімнати,100 м²,61 798 грн,"Шевченківський,",,"{'lat': 50.4524379, 'lng': 30.4737407}",Політехнічний інститут,0.655
"пров. Лабораторний, 7",2 кімнати,68 м²,41 198 грн,"Печерський,",,"{'lat': 50.4254132, 'lng': 30.519832}",Палац Україна,1.103
"вул. Велика Васильківська, 48",2 кімнати,105 м²,48 689 грн,"Шевченківський,",,"{'lat': 50.4362359, 'lng': 30.5157081}",Палац спорту,1.216
"Маккейна Джона, 26",1 кімната,55 м²,29 963 грн,"Печерський,",,"{'lat': 50.4184533, 'lng': 30.5392407}",Дружби народів,1.281
"вул. Протасів Яр, 8",5 кімнат,378 м²,56 180 грн,"Солом'янський,",,"{'lat': 50.426513, 'lng': 30.4995245}",Олімпійська,1.936
"вул. Предславинська, 42а",3 кімнати,84 м²,52 434 грн,,Либідська,"{'lat': 50.4156007, 'lng': 30.525237}",Либідська,1.211
"вул. Тургенєвська, 46/11",4 кімнати,222 м²,112 360 грн,"Шевченківський,",Лук'янівська,"{'lat': 50.452396, 'lng': 30.4919732}",Лук'янівська,1.501
вул. Паньківська,2 кімнати,54 м²,52 434 грн,"Голосіївський,",,"{'lat': 50.4395239, 'lng': 30.5037951}",Університет,1.424
"вул. Набережно-Рибальська, 3,9",1 кімната,50 м²,37 453 грн,"Подільський,",,"{'lat': 50.4796944, 'lng': 30.5348749}",Контрактова площа,3.069
"вул. Набережно-Рибальська, 3,9",1 кімната,50 м²,44 944 грн,"Подільський,",,"{'lat': 50.4796944, 'lng': 30.5348749}",Контрактова площа,3.069
"вул. Драгомирова, 11В",3 кімнати,90 м²,63 670 грн,"Печерський,",,"{'lat': 50.409347, 'lng': 30.5458778}",Дружби народів,2.883
"вул. Предславинська, 42А",2 кімнати,43 м²,26 217 грн,,,"{'lat': 50.4156007, 'lng': 30.525237}",Либідська,1.211
"Джона Маккейна, 16",1 кімната,44 м²,44 944 грн,"Печерський,",Либідська,"{'lat': 50.4149756, 'lng': 30.5343673}",Либідська,1.664
вул. Гоголівська,4 кімнати,115 м²,56 180 грн,"Шевченківський,",,"{'lat': 50.4522255, 'lng': 30.4944913}",Університет,1.968
вул. Обсерваторна,4 кімнати,155 м²,44 944 грн,"Шевченківський,",Золоті ворота,"{'lat': 50.4542121, 'lng': 30.5015057}",Університет,2.327
вул. Авіоконструктора Антонова,2 кімнати,64 м²,29 963 грн,"Солом'янський,",,"{'lat': 50.4310688, 'lng': 30.4573675}",Політехнічний інститут,4.594
вул. Саксаганського,1 кімната,65 м²,52 434 грн,"Голосіївський,",,"{'lat': 50.4385759, 'lng': 30.5031216}",Університет,1.367
просп. Володимира Івасюка,3 кімнати,106 м²,29 963 грн,"Оболонський,",Дніпро,"{'lat': 50.5055143, 'lng': 30.5101803}",Оболонь,1.741
вул. Богдана Хмельницького,3 кімнати,120 м²,37 453 грн,"Голосіївський,",,"{'lat': 50.4465095, 'lng': 30.510173}",Золоті ворота,0.361
вул. Володимирська,3 кімнати,130 м²,52 434 грн,"Шевченківський,",,"{'lat': 50.4455567, 'lng': 30.5132001}",Золоті ворота,0.176
вул. Тарасівська,2 кімнати,90 м²,33 708 грн,"Голосіївський,",,"{'lat': 50.4374732, 'lng': 30.5069616}",Університет,2.035
наб. Дніпровська,3 кімнати,100 м²,56 180 грн,"Дарницький,",Осокорки,"{'lat': 50.4098991, 'lng': 30.6010104}",Славутич,3.138
вул. Арсенальна,4 кімнати,110 м²,39 370 грн,"Печерський,",Арсенальна,"{'lat': 50.4306578, 'lng': 30.5380413}",Печерська,0.863
вул. Ахматової Анни,3 кімнати,91 м²,29 963 грн,",",,"{'lat': 50.4090286, 'lng': 30.6292008}",Позняки,1.242
наб. Дніпровська,3 кімнати,122 м²,67 416 грн,"Дарницький,",Дніпро,"{'lat': 50.4098991, 'lng': 30.6010104}",Славутич,3.138
"просп. Берестейський(Перемоги), 105",5 кімнат,250 м²,26 217 грн,"Солом'янський,",Святошин,"{'lat': 50.4560101, 'lng': 30.3768391}",Житомирська,2.938
"вул. Петра Сагайдачного, 18",3 кімнати,285 м²,640 449 грн,",",Дніпро,"{'lat': 50.4617411, 'lng': 30.5212502}",Поштова площа,0.353
"вул. Шота Руставелі, 44",4 кімнати,230 м²,67 416 грн,"Печерський,",Площа Льва Толстого,"{'lat': 50.4352633, 'lng': 30.5180058}",Олімпійська,1.045
"вул. Горького, 44",1 кімната,45 м²,33 708 грн,"Голосіївський,",Олімпійська,"{'lat': 50.4336785, 'lng': 30.5131808}",Олімпійська,0.388
"вул. Драгомирова, 18",2 кімнати,80 м²,33 708 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"Набережная Оболонская, 11",3 кімнати,145 м²,82 397 грн,"Оболонський,",Оболонь,"{'lat': 50.5070053, 'lng': 30.4972398}",Мінська,2.523
"вул. Драгомирова, 18",3 кімнати,85 м²,48 689 грн,"Печерський,",,"{'lat': 50.4101577, 'lng': 30.5448784}",Дружби народів,2.166
"вул. Драгомирова, 15",4 кімнати,130 м²,93 633 грн,"Печерський,",,"{'lat': 50.408789, 'lng': 30.5449542}",Дружби народів,2.951
"вул. Драгомирова, 16",3 кімнати,146 м²,74 906 грн,"Печерський,",,"{'lat': 50.4106795, 'lng': 30.5455096}",Дружби народів,2.089
"вул. Маккейна Джона, 1",3 кімнати,86 м²,59 925 грн,"Голосіївський,",,"{'lat': 50.4139129, 'lng': 30.5264399}",Либідська,1.287
"Евгения Коновальца, 26А",4 кімнати,130 м²,93 633 грн,"Печерський,",Печерська,"{'lat': 50.42695519999999, 'lng': 30.5307143}",Печерська,0.932
"Деловая, 1",3 кімнати,103 м²,82 397 грн,"Печерський,",,"{'lat': 50.4298628, 'lng': 30.520495}",Олімпійська,0.575
"вул. Євгена Сверстюка, 4",2 кімнати,75 м²,56 180 грн,"Дніпровський,",,"{'lat': 50.4485245, 'lng': 30.5996028}",Лівобережна,0.376
"вул. Ділова, 1/2",2 кімнати,56 м²,56 180 грн,"Печерський,",,"{'lat': 50.4296732, 'lng': 30.5204858}",Олімпійська,0.573
"пров. Лабораторний, 7",2 кімнати,76 м²,56 180 грн,"Печерський,",,"{'lat': 50.4254132, 'lng': 30.519832}",Палац Україна,1.103
"Болсуновская, 2",3 кімнати,126 м²,71 161 грн,"Печерський,",Печерська,"{'lat': 50.4213737, 'lng': 30.5525159}",Дружби народів,1.647
"вул. Трускавецька, 8",3 кімнати,128 м²,93 633 грн,"Дарницький,",Дніпро,"{'lat': 50.4018159, 'lng': 30.6014376}",Славутич,2.019
"вул. Драгомирова, 69",5 кімнат,210 м²,131 086 грн,"Печерський,",,"{'lat': 50.4082954, 'lng': 30.5460878}",Дружби народів,2.971
"Предславинская ул., 53",3 кімнати,85 м²,56 180 грн,"Печерський,",Печерська,"{'lat': 50.4163373, 'lng': 30.5264989}",Либідська,1.272
"Тютюнника Василия, 1",3 кімнати,120 м²,59 925 грн,"Печерський,",Печерська,"{'lat': 50.4298959, 'lng': 30.5214839}",Олімпійська,0.624
"вул. Драгомирова, 7",3 кімнати,93 м²,56 180 грн,"Печерський,",Печерська,"{'lat': 50.4109729, 'lng': 30.5465874}",Дружби народів,1.98
"вул. Саперне Поле, 5",3 кімнати,78 м²,101 124 грн,"Печерський,",Печерська,"{'lat': 50.4190988, 'lng': 30.53113699999999}",Палац Україна,1.119
"вул. Тараса Шевченка, 27Б",3 кімнати,167 м²,93 633 грн,"Шевченківський,",Нивки,"{'lat': 50.5087327, 'lng': 30.7674425}",Лісова,11.611
"вул. Драгомирова, 11",4 кімнати,160 м²,112 360 грн,"Печерський,",Хрещатик,"{'lat': 50.409347, 'lng': 30.5458778}",Дружби народів,2.883
"вул. Василя Тютюнника, 1",2 кімнати,120 м²,52 434 грн,"Печерський,",Печерська,"{'lat': 50.4298959, 'lng': 30.5214839}",Олімпійська,0.624
"Предславинская ул., 53",3 кімнати,90 м²,63 670 грн,"Печерський,",Печерська,"{'lat': 50.4163373, 'lng': 30.5264989}",Либідська,1.272
"Маккейна Джона, 1",3 кімнати,85 м²,63 670 грн,"Печерський,",Печерська,"{'lat': 50.4139129, 'lng': 30.5264399}",Либідська,1.287
"вул. Патріса Лумумби, 11",3 кімнати,79 м²,48 689 грн,"Печерський,",Печерська,"{'lat': 50.4209277, 'lng': 30.5326337}",Палац Україна,1.065
"вул. Драгомирова, 16",2 кімнати,87 м²,59 925 грн,"Печерський,",Печерська,"{'lat': 50.4106795, 'lng': 30.5455096}",Дружби народів,2.089
"вул. Драгомирова, 20",3 кімнати,90 м²,74 906 грн,"Печерський,",,"{'lat': 50.4092905, 'lng': 30.5438982}",Дружби народів,2.472
"Липковского Василия, 16А",5 кімнат,125 м²,67 416 грн,"Солом'янський,",,"{'lat': 50.4359328, 'lng': 30.4879116}",Вокзальна,1.954
"Тургеневская ул., 22А",2 кімнати,145 м²,74 906 грн,"Шевченківський,",Хрещатик,"{'lat': 50.4502273, 'lng': 30.4935057}",Вокзальна,1.408
"вул. Драгомирова, 1",3 кімнати,100 м²,59 925 грн,"Печерський,",Печерська,"{'lat': 50.4133862, 'lng': 30.5466086}",Дружби народів,1.711
"Гоголевская ул., 14",4 кімнати,220 м²,168 539 грн,"Шевченківський,",,"{'lat': 50.450025, 'lng': 30.497007}",Університет,1.354
"вул. Заньковецької, 5",4 кімнати,150 м²,74 906 грн,"Печерський,",,"{'lat': 50.44644599999999, 'lng': 30.525486}",Майдан Незалежності,0.472
